ggl_name,bng_name,reach
\xe0\xa6\xb8\xe0\xa6\xae\xe0\xa6\x95\xe0\xa6\xbe\xe0\xa6\xb2 (press release) (blog),The Daily Star,565455
#,Daily Sun,2375841
#,The Daily Star,2375841
Weekly Blitz,Weekly Blitz,2375841
Anadolu Agency,The Daily Star,2375841
#,The Daily Star,2375841
#,PortageOnline,2375841
#,Daily Sun,2375841
Prothom Alo English,Daily Sun,1484322
#,Daily Sun,2375841
#,Al Jazeera English,12000
#,The Nassau Guardian,171315
#,الشرق الأوسط,5039275
#,Carte,3542217
#,PanARMENIAN.Net,2018577
#,tvr.by,1826488
#,The Frontier Post,6050210
#,Reuters,7524855
#,Reuters,3016243
#,Dawn,329364
La Tribuna de Ciudad Real,MSN,1099235
#,Radio,4183963
Lidovky.cz,Radio,550153
#,Reuters,1427282
New Business Ethiopia,newbusinessethiopia.com,18492387
Fyens Stiftstidende,TradeWinds,21448
Fiji Times,Fiji Times,29691
#,UPI.com,8643678
#,guardian.co.tt,371947
Hampshire Chronicle,Hampshire Chronicle,180269
St Helens Reporter,St Helens Reporter,180269
Montreal Gazette,#,805103
Yahoo Finance,#,593689
International Campaign for Human Rights in Iran,#,2356549
Yahoo News,#,1412340
Suara Merdeka CyberNews,#,45668
http://pedomanbengkulu.com (Siaran Pers) (Blog),#,484085
#,Wielerflits,589122
Le T\xc3\xa9l\xc3\xa9gramme,#,118824
Korea JoongAng Daily,#,2844612
Lettera43,#,2844612
Budapest Times,#,31901
\xd8\xa3\xd8\xb3\xd8\xb1\xd8\xa7\xd8\xb1 \xd8\xa7\xd9\x84\xd8\xa7\xd8\xb3\xd8\xa8\xd9\x88\xd8\xb9 (\xd8\xa8\xd9\x8a\xd8\xa7\xd9\x86 \xd8\xb5\xd8\xad\xd9\x81\xd9\x8a),#,2356549
Middle East Media Research Institute,#,2356549
PCWorld,#,234663
#,rtvoost.nl,2389876
SAKANOWA\xe6\xa0\xaa\xe5\xbc\x8f\xe4\xbc\x9a\xe7\xa4\xbe,#,974099
#,lekkercryptisch,16960914
#,NRC,514
38 North,#,514
38 North,#,514
Nippon.com,#,1166066
The Japan Times,#,3612514
Portal Mie,#,1166066
Patheos (blog),#,31901
Portal Mie,#,1182110
Patently-O,#,136598
gondola.hu,#,79296
diena.lt,#,117310
Postimees,#,15980
Postimees,#,15980
Chinadaily USA,chinasquare.be,2149881
Postimees,#,15980
Delfi,#,15980
R\xc4\xabgas Apri\xc5\x86\xc4\xb7a Av\xc4\xabze,#,5177
DELFI.lv,#,5177
Postimees,#,122589
Nyasa Times,#,194088
An-Nahar,#,108705
Talsu V\xc4\x93stis,#,5177
MonitoR magazine,#,192764
Kurzemnieks,#,5177
UB Post,#,1000000
#,RD,100405
Diena,#,5177
V\xc3\xa4sterviksTidningen,#,76174
Syd Osterbotten,#,95502
#,turksvoetbal.net,209237
Namibian,#,83816
RedGlobe,#,1393
Morocco World News,bladna,1805361
L\'Orient-Le Jour,#,209237
Diario Armenia,#,209237
Jornal Correio,AD,8362
PAPERJAM,#,9755
The Armenian Mirror-Spectator,#,209237
Roya News English,#,411189
Tageblatt online,#,36235
#,Volkskrant,95467
\xce\x97 \xce\x9a\xce\xb1\xce\xb8\xce\xb7\xce\xbc\xce\xb5\xcf\x81\xce\xb9\xce\xbd\xce\xae,HLN,163064
\xd0\xa1\xd0\x95\xd0\x93\xd0\x9e\xd0\x94\xd0\x9d\xd0\xaf,#,5177
\xd8\xac\xd8\xb1\xd9\x8a\xd8\xaf\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb5\xd8\xa8\xd8\xa7\xd8\xad,bladna,856550
#,MSN,95467
New York Daily News,#,742
\xce\xa0\xcf\x81\xcf\x8e\xcf\x84\xce\xbf \xce\x98\xce\x95\xce\x9c\xce\x91,#,95467
Curierul National,#,95772
TIMPUL.MD,#,95772
Osservatorio Balcani e Caucaso,#,47534
Deschide.MD - portal de stiri (Comunicat de Pres\xc4\x83),#,95772
Le360.ma,#,1805361
Documento,#,95467
\xe8\xaf\x97\xe5\x8d\x8e\xe8\xb5\x84\xe8\xae\xaf,#,879174
Asbarez Armenian News,#,95467
Eindhovens Dagblad,#,439227
Het Financieele Dagblad,#,311955
The Star Online,#,244006
#,horloge.info,95467
Mirror.co.uk,#,1805361
#,HLN,95772
BD.nl,#,774138
Hamburger Abendblatt,nieuwsbladtransport.nl,143103
Frankfurter Rundschau,globalinfo.nl,94241
#,deaandeelhouder.nl,171031
The National,#,243375
Scientific American (blog),#,243375
infobae Am\xc3\xa9rica,#,441267
General-Anzeiger,AD,42471
Vanguardia de Veracruz (S\xc3\xa1tira) (Comunicado de prensa) (blog),#,441267
\xd7\x9e\xd7\xa7\xd7\x95\xd7\xa8 \xd7\xa8\xd7\x90\xd7\xa9\xd7\x95\xd7\x9f,#,48801
Liga.net,#,48801
Haaretz,#,48801
La Cr\xc3\xb3nica de Hoy (Comunicado de prensa),#,3741881
\xc3\x9altimaHora.com,#,441267
S\xc3\xbcddeutsche Zeitung,#,48801
Misiones OnLine,#,441267
Hoy - Noticas de Paraguay y el Mundo.,#,441267
#,RTV Noord,48801
Jerusalem Center for Public Affairs,#,48801
La Jornada,#,1623118
Mediapart,Apache,41439
UPI.com,#,1144329
My Press,#,3741881
\xd8\xa7\xd9\x84\xd8\xa8\xd9\x88\xd8\xa7\xd8\xa8\xd8\xa9,#,43208
Lib\xc3\xa9ration,#,19902
L\'Alsace.fr,#,96910
The Times of Israel (blog),#,68395
#,De Morgen,96910
#,Volkskrant,96910
Al Arab (\xd8\xa8\xd9\x8a\xd8\xa7\xd9\x86 \xd8\xb5\xd8\xad\xd9\x81\xd9\x8a),#,6927
Warrnambool Standard,#,34056
The Border Mail,#,34056
Whitsunday Times,#,34056
#,globalinfo.nl,96910
#,BRUZZ,96910
Le Journal du dimanche,Standaard,76154
\xe0\xb4\xae\xe0\xb4\xbe\xe0\xb4\xa4\xe0\xb5\x83\xe0\xb4\xad\xe0\xb5\x82\xe0\xb4\xae\xe0\xb4\xbf,#,750823
The Australian Financial Review,#,12814
Universe Today,#,50086
Nepali times,#,1144329
The Spokesman-Review,#,3916
\xd8\xa7\xd9\x84\xd8\xb4\xd8\xb1\xd9\x82,#,7574
Morning Bulletin,#,34056
The Weekly Times,#,34056
The Australian,#,34056
The Monthly,#,34056
Toowoomba Chronicle,#,34056
Townsville Bulletin,#,10316
DAWN.com,#,1483423
The Border Watch,#,34056
Townsville Bulletin,#,34056
The Border Watch,#,34056
Business Recorder,#,1483423
Berner Zeitung,#,211224
The College Fix,#,13532
South China Morning Post,#,16894
B92,#,48971
FactWire \xe5\x82\xb3\xe7\x9c\x9f\xe7\xa4\xbe,#,16894
South China Morning Post,#,16894
France24,#,696394
Saudi Gazette,#,3232682
Echo Dnia \xc5\x9awi\xc4\x99tokrzyskie,#,4412
Tribune de Gen\xc3\xa8ve,#,696394
La Estrella de Panam\xc3\xa1,#,199198
News is my Business,#,31112
DealStreetAsia,#,536459
#,RTL Nieuws,1487
GazetaPrawna.pl,#,7672
Myanmar Times,#,536459
Asharq Al-awsat English,#,2982857
\xe6\x90\x9c\xe7\x8b\x90,#,16894
Eleven Myanmar,#,536459
Hospod\xc3\xa1\xc5\x99sk\xc3\xa9 noviny,#,44602
Primera Hora,#,31112
State House News Service,#,16894
Venezuela Al D\xc3\xada,#,31112
Tribunal del Pueblo,#,31112
La Perla del Sur,#,127691
Pasquines,#,31112
Hrvatska rije\xc4\x8d,#,261952
Blic (\xd1\x81\xd0\xb0\xd0\xbe\xd0\xbf\xd1\x88\xd1\x82\xd0\xb5\xd1\x9a\xd0\xb0),#,261952
National Mirror,#,2736125
\xd0\x94\xd0\xb0\xd0\xbd\xd0\xb0\xd1\x81,#,261952
Blueprint newspapers Limited (blog),#,2736125
thedailyguardian.net,#,2893146
The Moscow Times,#,261952
AllAfrica.com,#,2736125
Wroclaw.Wyborcza.pl,#,1306
Siebenb\xc3\xbcrgische Zeitung,#,322280
shola akinyele (satire) (press release) (blog),#,272302
\xd8\xa8\xd9\x84\xd8\xaf\xd9\x86\xd8\xa7 \xd8\xa7\xd9\x84\xd9\x8a\xd9\x88\xd9\x85 (\xd8\xa8\xd9\x8a\xd8\xa7\xd9\x86 \xd8\xb5\xd8\xad\xd9\x81\xd9\x8a),#,903039
Independent,#,19274
Cotidianul,#,322280
Sports.ru,#,322280
De\xc5\x9fteptarea,#,322280
Voltaire Network,#,903039
Lanka TRUTH,#,247476
Philippines Lifestyle,#,2893146
On Lanka,#,247476
Balkan Insight,#,1262794
Loop Barbados,#,63947
The Portugal News,#,2214
News 1st (press release),#,164836
#,one more thing,369771
Not\xc3\xadcias de Coimbra,#,18786
Sunday Observer,#,412092
#,NRC,69773
#,deseret,18786
Johannesburg Sunday World,#,68238
\xe8\x81\x94\xe5\x90\x88\xe6\x97\xa9\xe6\x8a\xa5,#,68238
The Straits Times,#,68238
Correio da Manh\xc3\xa3,AD,38661
TURN ON,#,27588
VnExpress,#,20183627
The Straits Times,#,323436
#,one more thing,369771
webdo,#,531816
Aktuality.sk,#,631120
Arutz Sheva,#,6528953
PRAVDA.sk,NRC,333165
\xd0\x98\xd0\xb7\xd0\xb2\xd0\xb5\xd1\x81\xd1\x82\xd0\xb8\xd1\x8f \xd0\xa3\xd0\xb4\xd0\xbc\xd1\x83\xd1\x80\xd1\x82\xd1\x81\xd0\xba\xd0\xbe\xd0\xb9 \xd0\xa0\xd0\xb5\xd1\x81\xd0\xbf\xd1\x83\xd0\xb1\xd0\xbb\xd0\xb8\xd0\xba\xd0\xb8,#,778935
Monte News,#,313913
\xd0\x9d\xd0\xbe\xd0\xb2\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8 \xd0\x9f\xd0\xb5\xd1\x82\xd1\x80\xd0\xbe\xd0\xb7\xd0\xb0\xd0\xb2\xd0\xbe\xd0\xb4\xd1\x81\xd0\xba\xd0\xb0 (\xd0\xbf\xd1\x80\xd0\xb5\xd1\x81\xd1\x81-\xd1\x80\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xb7) (\xd0\x91\xd0\xbb\xd0\xbe\xd0\xb3),#,2389876
Interfax-Ukraine,#,2859368
New York Post,#,4808212
eldia.es,#,147717
Tuttosport,#,22031
CPJ Press Freedom Online,#,2043399
https://en.crimerussia.com/,#,305595
SEGRE.com,#,13130
La Stampa,NOS,87707
#,O Popular,680664
Upsala Nya Tidning,#,95502
ACN ( Agencia Carabobe\xc3\xb1a de Noticias) (Comunicado de prensa) (blog),#,315305
BLICK.CH,#,221662
https://limpartial.fr/,#,44399
24 heures,#,56887
Tages-Anzeiger,HLN,210063
Neue Z\xc3\xbcrcher Zeitung,RD,112140
nwt.se,#,95502
Blick.ch,#,339816
swissinfo.ch,#,44399
Le Matin,#,25604
The Local Austria,#,206313
#,De Morgen,101530
Dalarnas Tidningar,#,55859
Dalane Tidende,#,18809
Norra Sk\xc3\xa5ne (pressmeddelande) (blogg),#,82839
#,Trouw,525004
NPR (blog),#,61091
NRK,#,60338
New Zealand Herald,#,2525
#,PSX-Sense,76407
Red Bull,#,22743
Stuff.co.nz,#,22743
Genius,#,22743
Now To Love,#,435832
San Diego Metropolitan,#,12417
Vanguard,#,60338
Waikato Times,#,1898
Otago Daily Times,#,22743
Noted,#,26314
Wairarapa Times Age,#,6159
New Zealand Herald,#,5272
Aftenbladet.no,#,156411
EntornoInteligente,#,630610
Galway Advertiser,#,2105
CBC.ca,#,21545
New Zealand Herald,#,22743
The Oamaru Mail,#,22743
Johannesburg Sunday World,#,8504
Stuff.co.nz,#,22743
The Sun,#,22743
Bergens Tidende,#,223444
Daily Mirror,#,249439
Irish Times,#,8504
Irish Times,Computable,8504
Taranaki Daily News,#,22743
Sunday Business Post,#,9032
Trinity News,#,1052
woodworkingnetwork.com,#,8504
Westmeath Topic,#,3509
Irish Times,#,8504
Donegal News,#,1754
Times Colonist,#,2309
G\xc3\xb6teborgs-Posten,#,95502
Le Droit - Groupe Capitales M\xc3\xa9dias,#,23369
The Suburban Newspaper,#,121577
Vancouver Sun,#,121577
Bowen Island Undercurrent,#,121577
Inquirer.net,#,121577
Prince George Free Press,#,121577
\xe4\xb8\xad\xe5\x9b\xbd\xe6\x96\xb0\xe9\x97\xbb\xe7\xbd\x91,#,117403
\xe4\xb8\xad\xe5\x9b\xbd\xe5\xb9\xbf\xe6\x92\xad\xe7\xbd\x91,#,121577
Bulatlat,#,121577
TheTyee.ca,#,121577
Sports Betting Dime,#,121577
Stabroek News,#,121577
Irish Times,#,35091
The Asian Pacific Post,#,121577
Toronto Star,#,121577
#,De Morgen,121577
Diario Armenia,#,121577
ONFR+,#,121577
The Reminder,#,121577
CBC.ca,#,5544
Le Journal de Montr\xc3\xa9al,#,121577
Sherbrooke Record,#,121577
The Guardian,#,11740
Hindustan Times,#,1047644
Vantage,#,39801
Tribun Jakarta,#,1047644
Lokmat,#,1047644
Financial Chronicle (press release) (blog),#,55996
India.com,#,19226
Telegraph India,#,1047644
Sakal (satire) (press release) (blog),#,204808
Odisha Samaya,#,1047644
Daily Times,#,1047644
Namasthe Telangana,#,1047644
Times of India,#,1047644
News18,#,6888
Lexington Herald Leader,#,616
\xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xac \xe0\xa4\x95\xe0\xa5\x87\xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa5\x80 (\xe0\xa4\x95\xe0\xa4\x9f\xe0\xa5\x82\xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb8) (\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8 \xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa5\x8d\xe0\xa4\x9e\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbf) (\xe0\xa4\xac\xe0\xa5\x8d\xe0\xa4\xb2\xe0\xa5\x89\xe0\xa4\x97),#,177496
The Australian Financial Review,#,1047644
Saamana (satire) (press release) (blog),#,1047644
Telegraph.co.uk,De Morgen,131570
#,Volkskrant,119041
Cornwall Live,#,2153
Morning Star Online,#,5384
Birmingham Live,#,1370
#,Voetbalzone,180269
HoldTheFrontPage.co.uk,#,16211
The Northern Echo,#,11753
HoldTheFrontPage.co.uk,#,8100
London News Online (blog),#,19330
Telegraph.co.uk,#,165850
Gazette,#,6782
HoldTheFrontPage.co.uk,#,15540
Worcester News,#,16922
Belfast Live,#,180269
BBC News,#,180269
The Independent,#,180269
The Scotsman,#,10472
Eastbourne Herald,#,180269
Lovereading,#,538
#,gpblog.com,215379
BBC News,#,3230
#,Volkskrant,180269
The Guardian,#,1076
Space.com,#,180269
iNews,#,3230
Belfast Telegraph,#,180269
Last Word On Rugby (press release) (blog),#,1884
Solidaridad.net,#,180269
Yorkshire Evening Post,#,180269
Armagh i,#,180269
#,De Morgen,40774
#,HLN,107047
Hrvatska radiotelevizija,#,37878
The Irish World Newspaper,#,10768
Londonderry Today,#,2668
Evening Telegraph,#,9734
BBC News,#,1821
Asianet News English,#,5600000
tagesschau.de,#,23738265
libcom.org,#,180269
Daily Mail,#,807
BeritaSatu,#,1712600
Mediaweek,#,41252241
wirtualnemedia.pl,#,6844132
manilastandard.net,#,790000
Times of India,#,5600000
najdi.si,#,16637
NHK WORLD,#,1186266
Indiantelevision.com,#,5600000
RT en Espa\xc3\xb1ol,#,1163539
News One,#,716080
wirtualnemedia.pl,#,297570
Viet Bao Viet Nam~ tin tuc moi nhanh nhat~ doc bao online 24h (l\xe1\xbb\x9di tuy\xc3\xaan b\xe1\xbb\x91 ph\xc3\xa1t cho c\xc3\xa1c b\xc3\xa1o) (Blog),#,66982
Geo News,#,716080
SBS,#,217117
Business Insider Australia,#,217117
#,NRC,205961
ITV News,#,6354410
wirtualnemedia.pl,#,1785425
Fox News,Fox News,32097848
TVI24,#,14427934
NOS,#,163838
ABP Ananda,#,403946
The Tablet,#,10107
CNN Chile,#,141083
Bloomberg,#,36110079
The Beverly Hills Courier,#,19773229
CNN M\xc3\xa9xico.com,#,2928928
Hong Kong Free Press,#,66982
India Times,#,5600000
SpringNews,#,570000
CNN International,#,2273597
TheBlaze.com,#,2928928
Newsmax,#,66870517
La Cha\xc3\xaene M\xc3\xa9t\xc3\xa9o,#,604216
CNN International,#,429612
CNBC,#,970959
Al Jazeera America,#,53496
The Weather Channel,Telecompaper,2928928
Tenby Observer,#,180269
FOX Sports Asia,#,66982
Sky News Australia,#,43423412
TNN24,#,570000
NBS24 (satire) (press release) (blog),#,2375841
\xe0\xa6\xa6\xe0\xa7\x88\xe0\xa6\xa8\xe0\xa6\xbf\xe0\xa6\x95 \xe0\xa6\x86\xe0\xa6\xae\xe0\xa6\xbe\xe0\xa6\xa6\xe0\xa7\x87\xe0\xa6\xb0\xe0\xa6\xb8\xe0\xa6\xae\xe0\xa7\x9f (press release),#,2375841
CricTracker,#,2375841
Jugantor (press release) (blog),#,2375841
risingbd.com,#,2375841
\xe0\xa6\xa6\xe0\xa7\x88\xe0\xa6\xa8\xe0\xa6\xbf\xe0\xa6\x95 \xe0\xa6\x9c\xe0\xa6\xa8\xe0\xa6\x95\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa0,#,2375841
Dhaka Tribune,#,2375841
bdnews24.com,#,2375841
\xe0\xa6\x9c\xe0\xa6\xbe\xe0\xa6\x97\xe0\xa7\x8b \xe0\xa6\xa8\xe0\xa6\xbf\xe0\xa6\x89\xe0\xa6\x9c,#,2375841
United News of Bangladesh (press release),#,2375841
BBC \xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\x82\xe0\xa6\xb2\xe0\xa6\xbe,#,2375841
\xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa7\x9f.\xe0\xa6\x95\xe0\xa6\xae,#,2375841
Bangla Tribune,#,2375841
\xe0\xa6\xa6\xe0\xa7\x88\xe0\xa6\xa8\xe0\xa6\xbf\xe0\xa6\x95 \xe0\xa6\x87\xe0\xa6\xa4\xe0\xa7\x8d\xe0\xa6\xa4\xe0\xa7\x87\xe0\xa6\xab\xe0\xa6\xbe\xe0\xa6\x95,#,2375841
United News of Bangladesh (press release),#,2375841
China.org.cn,#,2375841
\xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\x82\xe0\xa6\xb2\xe0\xa6\xbe\xe0\xa6\xa8\xe0\xa6\xbf\xe0\xa6\x89\xe0\xa6\x9c\xe0\xa6\x9f\xe0\xa7\x8b\xe0\xa6\xaf\xe0\xa6\xbc\xe0\xa7\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa6\xbf\xe0\xa6\xab\xe0\xa7\x8b\xe0\xa6\xb0.\xe0\xa6\x95\xe0\xa6\xae,#,2375841
News18,#,3511
RNZ,#,12000
Kurdistan24,#,5039275
Borneo Bulletin Online,#,341749
#,damusic.be,117329
\xd8\xa7\xd9\x84\xd8\xae\xd8\xa8\xd8\xb1,#,11807390
Geenstijl.nl,#,25414
Amandala,#,66673
Diario Extra Costa Rica,#,4296443
La Nouvelle Tribune,#,950439
Fraternit\xc3\xa9 Matin,#,11953653
LaPrensa Libre (Comunicado de prensa),#,4296443
Human Rights Watch (French),#,308558
Advocate Media,#,190717
La Hora,#,6738343
Al-Manar TV,#,1269176
Banouto (Satire) (Communiqu\xc3\xa9 de presse),#,950439
Krone.at,#,6143454
1news.az,#,1255859
\xce\x97 \xce\xa3\xce\xb7\xce\xbc\xce\xb5\xcf\x81\xce\xb9\xce\xbd\xce\xae,#,225497
EiTB Radio Televisi\xc3\xb3n P\xc3\xbablica Vasca,#,720000
#,iphoned,308558
El Diario CoLatino,#,3700000
Jornal O Globo,Volkskrant,2089901
reporter.si,#,2828846
Human Rights Watch,#,4002775
ElEspectador.com,#,10425189
Christian Chronicle,#,51992
VOL.AT - Vorarlberg Online,#,85862
The Local Austria,#,1841953
In-Cyprus.com,#,674692
Metro Newspaper UK,#,10857126
Sapo Desporto,#,117373
#,Voetbalzone,180907
La Opini\xc3\xb3n de Murcia,#,5499476
El Universo,#,3988605
Prager Zeitung,#,260108
\xce\x92\xce\x97\xce\x9c\xce\x91 \xce\x9f\xce\xa1\xce\x98\xce\x9f\xce\x94\xce\x9f\xce\x9e\xce\x99\xce\x91\xce\xa3 (\xce\x94\xce\xb5\xce\xbb\xcf\x84\xce\xaf\xce\xbf \xce\xa4\xcf\x8d\xcf\x80\xce\xbf\xcf\x85) (\xce\x99\xcf\x83\xcf\x84\xce\xbf\xce\xbb\xcf\x8c\xce\xb3\xce\xb9\xce\xbf),#,812440
Politico,#,10857126
eju.tv,#,473161
El Mundo,#,473161
La Patria.com,#,473161
Metro Jornal,#,473161
La Raz\xc3\xb3n (Bolivia),#,473161
La Prensa de Honduras,#,1401529
Kjarninn (Fr\xc3\xa9ttatilkynning),#,2703
Stabroek News,#,98751
Sanomalehti L\xc3\xa4nsi-Suomi,#,26077
Svenska YLE,#,26252
Th\xc3\xbcringer Allgemeine,#,205533
Le Figaro,#,24863
ino\xd0\xa1\xd0\x9c\xd0\x98.Ru,#,7574
Nord Eclair,#,29392
Online Khabar (English) (satire) (blog),#,2063783
The Epoch Times,#,4091369
ABC Local,#,34056
LE MATiN,#,696394
#,MSN,247476
Vester\xc3\xa5len Online,#,5335
Fotbollskanalen,#,41419
Stuff.co.nz,#,22743
ABC Online,#,34056
The Province,#,74660
Deccan Chronicle,#,1047644
JANAM SAKSHI,#,1047644
Derbyshire Live,#,10817
The Scarborough News,#,5899
Manchester Evening News,#,180269
Cleveland Jewish News,#,180269
#,Soompi,2844612
#,Daily News Hungary,87226
#,The Indian Express,1047644
TN8 Nicaragua,#,900464
#,racexpress.nl,6123
#,Fok,142815
L\'Union,#,96910
Primorski dnevnik,#,186384
L\'Arena,#,101359
#,Voetbalzone,381119
Londoner,#,180269
Derbyshire Live,#,180269
The Daily Star,#,2375841
Exit - Explain Albania (satire) (press release) (blog),#,180907
infobae Am\xc3\xa9rica,#,3988605
#,arka.am,441096
